Abney	45.98342	-62.56534	CA	09
Abram-Village	46.45014	-64.08204	CA	09
Afton	46.18342	-63.18199	CA	09
Alaska	46.61684	-64.09874	CA	09
Albany	46.28343	-63.64872	CA	09
Alberry Plains	46.21681	-62.79866	CA	09
Alberton	46.81685	-64.06542	CA	09
Albion	46.13341	-62.54865	CA	09
Albion Cross	46.3334	-62.48194	CA	09
Alexandra	46.20012	-63.03198	CA	09
Alexandra	46.19592	-63.03058	CA	09
Allisary	46.36681	-62.84866	CA	09
Alliston	46.06681	-62.59865	CA	09
Alma	46.86685	-64.11542	CA	09
Anglo Rustico	46.45012	-63.2987	CA	09
Anglo Tignish	46.98344	-63.99872	CA	09
Annandale	46.2668	-62.41533	CA	09
Arlington	46.53344	-63.89873	CA	09
Ascension	46.95014	-64.06542	CA	09
Ashton	46.4168	-62.49864	CA	09
Avondale	46.25011	-62.83197	CA	09
Baltic	46.51683	-63.64871	CA	09
Baltic	46.4334	-62.16531	CA	09
Bangor	46.36681	-62.68195	CA	09
Belfast	46.08341	-62.88197	CA	09
Belfast	46.10011	-62.88197	CA	09
Belfast	46.06681	-62.88197	CA	09
Bellevue	46.10011	-62.74866	CA	09
Belmont Lot 16	46.48343	-63.81542	CA	09
Bethel	46.25011	-62.96537	CA	09
Big Brook	46.3501	-62.43193	CA	09
Black Bank	46.73344	-64.01543	CA	09
Black Banks	46.73344	-63.99873	CA	09
Black Brook	46.35011	-62.93197	CA	09
Bonshaw	46.20012	-63.3487	CA	09
Brackley	46.31682	-63.14869	CA	09
Brae	46.66685	-64.19874	CA	09
Breadalbane	46.35703	-63.50061	CA	09
Brighton	46.23482	-63.14869	CA	09
Bristol	46.41681	-62.73196	CA	09
Brooklyn	46.10011	-62.66536	CA	09
Brooklyn	46.80015	-64.11543	CA	09
Brookvale	46.28343	-63.4154	CA	09
Bunbury	46.23622	-63.08558	CA	09
Bunbury Sand	46.54183	-63.79872	CA	09
Bungay	46.36682	-63.3154	CA	09
Burlington	46.48343	-63.59871	CA	09
Burton	46.76685	-64.33204	CA	09
Bury Head	46.78345	-64.06543	CA	09
Cable Head	46.4668	-62.61535	CA	09
Cains Brook	46.75015	-64.16543	CA	09
Caledonia	46.06681	-62.71536	CA	09
Canavoy	46.40011	-62.81536	CA	09
Cardigan	46.23341	-62.61535	CA	09
Cardross	46.26681	-62.63195	CA	09
Carleton	46.70015	-64.14873	CA	09
Carleton	46.25703	-63.66682	CA	09
Carruthers Brook	46.75015	-64.18203	CA	09
Cascumpec	46.75015	-64.08203	CA	09
Cavendish	46.48342	-63.382	CA	09
Central Kildare	46.86684	-63.99872	CA	09
Central Kings	46.3168	-62.49864	CA	09
Central Lot 16	46.48124	-63.86953	CA	09
Charlottetown	46.23525	-63.12671	CA	09
Charlottetown	46.25012	-63.13199	CA	09
Chelton	46.30013	-63.74872	CA	09
Chepstow	46.3501	-62.21532	CA	09
Cherry Valley	46.16681	-62.91537	CA	09
Christopher Cross	46.98344	-64.04872	CA	09
Clarkin	46.25011	-62.88197	CA	09
Clermont	46.45013	-63.68202	CA	09
Clinton	46.45013	-63.54871	CA	09
Coleman	46.68345	-64.16544	CA	09
Colville	46.30012	-63.282	CA	09
Commercial Cross	46.13341	-62.63196	CA	09
Conway	46.66684	-63.98203	CA	09
Conway Narrows	46.68344	-63.91543	CA	09
Cornwall	46.22652	-63.21809	CA	09
Corran Ban	46.38341	-63.03198	CA	09
Corraville	46.31681	-62.59865	CA	09
Crossmans Brook	46.71685	-64.38205	CA	09
Cumberland	46.16682	-63.16539	CA	09
Cymbria	46.40012	-63.24869	CA	09
Daltons Brook	46.75015	-64.34874	CA	09
Dalvay by the Sea	46.41682	-63.08198	CA	09
Darlington	46.31682	-63.332	CA	09
Darlington	46.31682	-63.3154	CA	09
Darnley	46.53343	-63.63201	CA	09
Donagh	46.26681	-62.94867	CA	09
Donaldston	46.35011	-62.99868	CA	09
Douglas	46.38341	-62.81536	CA	09
Douglas Brook	46.36681	-62.81536	CA	09
Dover	46.01681	-62.64866	CA	09
Dromore	46.30011	-62.83196	CA	09
Ebenezer	46.35012	-63.24869	CA	09
Eglington	46.3168	-62.36533	CA	09
Egmont Bank	46.40014	-64.24874	CA	09
Eldon	46.10011	-62.88197	CA	09
Ellerslie	46.60014	-63.94873	CA	09
Ellerslie Brook	46.61684	-63.91543	CA	09
Elliotts	46.36683	-63.46541	CA	09
Elliotvale	46.25011	-62.78196	CA	09
Ellis Brook	46.38343	-63.78202	CA	09
Elmira	46.4501	-62.06531	CA	09
Elmsdale	46.81685	-64.13203	CA	09
Elmwood	46.25012	-63.3154	CA	09
Emerald Junction	46.36683	-63.54871	CA	09
Emyvale	46.28342	-63.3654	CA	09
Enmore	46.58344	-64.04874	CA	09
Fairview	46.18342	-63.19869	CA	09
Fanning Brook	46.33341	-62.81536	CA	09
Fanning Brook	46.36681	-62.79866	CA	09
Farrells Brook	46.45014	-63.84873	CA	09
Fernwood	46.31683	-63.79872	CA	09
Fishermans Bank	46.01682	-62.26532	CA	09
Fodhla	46.10011	-62.81537	CA	09
Freeland	46.68344	-63.96543	CA	09
Freetown	46.36683	-63.61542	CA	09
Frenchfort	46.31681	-63.01538	CA	09
French Village	46.40011	-62.88197	CA	09
French Village	46.40012	-63.4154	CA	09
Georgetown	46.1834	-62.53195	CA	09
Georgetown	46.2001	-62.53195	CA	09
Gladstone	46.01682	-62.56535	CA	09
Glencoe	46.20011	-62.81536	CA	09
Glencorradale	46.4501	-62.18191	CA	09
Glenfanning	46.26681	-62.58195	CA	09
Glengarry	46.76685	-64.31544	CA	09
Glenmartin	46.06681	-62.66536	CA	09
Glenroy	46.35011	-62.91537	CA	09
Glen Valley	46.35013	-63.44871	CA	09
Glenwilliam	46.05011	-62.64866	CA	09
Glenwood	46.65015	-64.31545	CA	09
Gowanbrae	46.3834	-62.29862	CA	09
Grand Tracadie	46.40011	-63.04868	CA	09
Grand Tracadie	46.40011	-63.03198	CA	09
Grandview	46.11681	-62.76536	CA	09
Grants Brook	46.61684	-63.91543	CA	09
Granville	46.43343	-63.4654	CA	09
Green Gables	46.48342	-63.382	CA	09
Greens Brook	46.20013	-63.43201	CA	09
Greenvale	46.3834	-62.18191	CA	09
Greenvale	46.33342	-63.3154	CA	09
Greenwich	46.43341	-62.63195	CA	09
Haliburton	46.71685	-64.34875	CA	09
Hamilton	46.50013	-63.69872	CA	09
Hampshire	46.28342	-63.282	CA	09
Hampshire	46.28342	-63.26539	CA	09
Hampton	46.21683	-63.46541	CA	09
Harmony	46.51684	-64.04874	CA	09
Harmony Junction	46.4001	-62.24862	CA	09
Harper	46.93344	-64.08202	CA	09
Harpers Brook	46.93344	-64.04872	CA	09
Harrington	46.35012	-63.16539	CA	09
Hartsville	46.31683	-63.3987	CA	09
Hayes Brook	46.60014	-63.93203	CA	09
Hazelbrook	46.21681	-62.98198	CA	09
Hazelbrook	46.21681	-62.99868	CA	09
Heatherdale	46.11681	-62.69866	CA	09
Hebron	46.63345	-64.26544	CA	09
Hermanville	46.4668	-62.28192	CA	09
Hermitage	46.21681	-62.83197	CA	09
High Bank	45.96682	-62.61535	CA	09
Horse Head	46.93344	-64.18203	CA	09
Howlan	46.73345	-64.21544	CA	09
Huntley	46.85015	-64.08202	CA	09
Inverness	46.65014	-64.03203	CA	09
Iona	46.10011	-62.79867	CA	09
Iris	46.01681	-62.69866	CA	09
Irishtown	46.50013	-63.58201	CA	09
Kellys Cross	46.26683	-63.44871	CA	09
Kelvin	46.41683	-63.61541	CA	09
Kensington	46.43343	-63.64871	CA	09
Keppoch	46.19792	-63.10978	CA	09
Kilmuir	46.11681	-62.66536	CA	09
Kingsboro	46.4001	-62.11531	CA	09
Kingston	46.26682	-63.282	CA	09
Kingston	46.26682	-63.3154	CA	09
Kinkora	46.31683	-63.59872	CA	09
Kinlock	46.20432	-63.08898	CA	09
Kinross	46.15011	-62.81537	CA	09
Knutsford	46.70015	-64.28204	CA	09
Lady Fane	46.28343	-63.51541	CA	09
Lady Slipper	46.60014	-64.01543	CA	09
Leoville	46.91684	-64.13202	CA	09
Lewes	46.05011	-62.74866	CA	09
Linkletter	46.41683	-63.83203	CA	09
Little Sands	45.96682	-62.64865	CA	09
Little Sands	45.96682	-62.66535	CA	09
Little York	46.31682	-63.09868	CA	09
Lorne Valley	46.26681	-62.68195	CA	09
Lot 1	46.95014	-64.08202	CA	09
Lot 10	46.63344	-64.08203	CA	09
Lot 11	46.70014	-63.99873	CA	09
Lot 12	46.61684	-63.98203	CA	09
Lot 13	46.56684	-63.98203	CA	09
Lot 14	46.50014	-63.98203	CA	09
Lot 15	46.43344	-64.08204	CA	09
Lot 16	46.46684	-63.93203	CA	09
Lot 17	46.43344	-63.89873	CA	09
Lot 18	46.50013	-63.66541	CA	09
Lot 19	46.43343	-63.66542	CA	09
Lot 2	46.90014	-64.09872	CA	09
Lot 20	46.48343	-63.58201	CA	09
Lot 21	46.41683	-63.48201	CA	09
Lot 22	46.38342	-63.3987	CA	09
Lot 23	46.41682	-63.332	CA	09
Lot 24	46.40012	-63.28199	CA	09
Lot 25	46.40013	-63.66542	CA	09
Lot 26	46.33343	-63.66542	CA	09
Lot 27	46.30013	-63.61542	CA	09
Lot 28	46.25013	-63.58202	CA	09
Lot 29	46.25013	-63.44871	CA	09
Lot 3	46.86685	-64.11542	CA	09
Lot 30	46.23342	-63.382	CA	09
Lot 31	46.25012	-63.282	CA	09
Lot 32	46.26682	-63.23199	CA	09
Lot 33	46.35012	-63.16539	CA	09
Lot 34	46.35012	-63.08198	CA	09
Lot 35	46.31681	-62.99868	CA	09
Lot 36	46.33341	-62.93197	CA	09
Lot 37	46.35011	-62.86536	CA	09
Lot 38	46.33341	-62.79866	CA	09
Lot 39	46.36681	-62.73196	CA	09
Lot 4	46.81685	-64.14873	CA	09
Lot 40	46.38341	-62.64865	CA	09
Lot 41	46.4001	-62.58195	CA	09
Lot 42	46.4168	-62.48194	CA	09
Lot 43	46.3834	-62.39863	CA	09
Lot 44	46.4001	-62.33192	CA	09
Lot 45	46.4001	-62.24862	CA	09
Lot 46	46.4168	-62.18191	CA	09
Lot 47	46.4334	-62.08191	CA	09
Lot 48	46.23341	-62.96538	CA	09
Lot 49	46.21681	-62.94867	CA	09
Lot 5	46.75015	-64.19873	CA	09
Lot 50	46.16681	-62.86537	CA	09
Lot 51	46.21681	-62.71536	CA	09
Lot 52	46.25011	-62.66535	CA	09
Lot 53	46.25011	-62.59865	CA	09
Lot 54	46.26681	-62.56535	CA	09
Lot 55	46.3001	-62.49864	CA	09
Lot 56	46.3334	-62.41533	CA	09
Lot 57	46.11681	-62.83197	CA	09
Lot 58	46.06681	-62.83197	CA	09
Lot 59	46.13341	-62.63196	CA	09
Lot 6	46.71685	-64.16543	CA	09
Lot 60	46.05011	-62.78197	CA	09
Lot 61	46.10011	-62.59865	CA	09
Lot 62	45.98341	-62.74866	CA	09
Lot 63	46.05011	-62.58195	CA	09
Lot 64	45.98342	-62.58194	CA	09
Lot 65	46.16682	-63.24869	CA	09
Lot 66	46.20011	-62.74866	CA	09
Lot 67	46.33343	-63.49871	CA	09
Lot 7	46.73345	-64.34874	CA	09
Lot 8	46.65015	-64.33205	CA	09
Lot 9	46.65015	-64.19874	CA	09
Lower Darnley	46.55013	-63.64871	CA	09
Lower Freetown	46.36683	-63.66542	CA	09
Lower Hamilton	46.50013	-63.69872	CA	09
Lower Malpeque	46.53343	-63.69872	CA	09
Lower Montague	46.16681	-62.56535	CA	09
Lower Montague	46.16681	-62.59865	CA	09
Lower New Annan	46.43343	-63.71542	CA	09
Lower Newtown	46.11681	-62.86537	CA	09
Lower Tryon	46.21683	-63.54871	CA	09
Loyalist	46.30012	-63.23199	CA	09
Lyndale	46.15011	-62.78196	CA	09
MacDougall	46.50014	-63.93203	CA	09
MacLeans Brook	46.63345	-64.21544	CA	09
MacWilliams Brook	46.68345	-64.39875	CA	09
Malpeque	46.53343	-63.68202	CA	09
Maple Plains	46.28343	-63.56541	CA	09
Maplewood	46.28343	-63.44871	CA	09
March Water	46.51683	-63.71542	CA	09
Marie	46.40011	-62.64865	CA	09
Martinvale	46.30011	-62.64865	CA	09
Maximeville	46.43344	-64.13204	CA	09
Melville	46.01682	-62.83197	CA	09
Mermaid	46.26682	-63.03198	CA	09
Middle Ground	46.21682	-63.13199	CA	09
Middle Ground	46.2501	-62.43194	CA	09
